sim_no,UHI_d,asphalt_ratio,park_grass_ratio,parcel_grass_ratio,podium_grass_ratio,GnPR,TCR,greenroof_ratio,SCR,parcel_fp_ratio,podium_fp_ratio,tower_GFA,podium_GFA,total_GFA,avg_BH,avg_GPR,parcelArea,parkLocation,parkRadius,roadDensity,bldDensity,podiumDensity,treeDensity,roofType
627,0.183219,0.044727,0.040743,0.805758,0,0.846501,0,0,0.108772,0.108772,0,1964200,0,1964200,48.5,1.774168,4,72,150,0.3,11,0,0,0
628,0.176975,0.058153,0.093067,0.762909,0,0.855976,0,0,0.085878,0.085878,0,1861200,0,1861200,60.1,1.806226,5,72,150,0.3,11,0,0,0
629,0.170582,0.048316,0.093059,0.790757,0,0.883816,0,0,0.067868,0.067868,0,1799500,0,1799500,73.7,1.901159,6,72,150,0.3,11,0,0,0
630,0.146484,0.134203,0.07787,0.698028,0,0.775898,0,0,0.089899,0.089899,0,775516.5981,0,775516.5981,22.7,0.840326,2,0,200,0.3,11,0,0,0
631,0.163687,0.09955,0.076933,0.727317,0,0.80425,0,0,0.0962,0.0962,0,1291300,0,1291300,37.2,1.270367,3,0,200,0.3,11,0,0,0
632,0.179167,0.044727,0.079221,0.776583,0,0.855804,0,0,0.099469,0.099469,0,1908000,0,1908000,51.2,1.886685,4,0,200,0.3,11,0,0,0
633,0.176507,0.058153,0.075079,0.778249,0,0.853328,0,0,0.088526,0.088526,0,1943700,0,1943700,56.5,1.810951,5,0,200,0.3,11,0,0,0
634,0.174692,0.048316,0.079221,0.797342,0,0.876563,0,0,0.075121,0.075121,0,2042300,0,2042300,69,2.025707,6,0,200,0.3,11,0,0,0
635,0.146564,0.134203,0.083967,0.691271,0,0.775238,0,0,0.090558,0.090558,0,775868.1139,0,775868.1139,22.6,0.829459,2,42,200,0.3,11,0,0,0
636,0.167237,0.09955,0.101552,0.703926,0,0.805478,0,0,0.094972,0.094972,0,1429600,0,1429600,41.9,1.466476,3,42,200,0.3,11,0,0,0
637,0.179075,0.044727,0.101173,0.755985,0,0.857158,0,0,0.098115,0.098115,0,1803400,0,1803400,52.1,1.785103,4,42,200,0.3,11,0,0,0
638,0.174144,0.058153,0.124679,0.730884,0,0.855563,0,0,0.08629,0.08629,0,1930500,0,1930500,55.9,1.953743,5,42,200,0.3,11,0,0,0
639,0.172979,0.048316,0.126932,0.756798,0,0.88373,0,0,0.067954,0.067954,0,1941300,0,1941300,77.4,2.050631,6,42,200,0.3,11,0,0,0
640,0.146244,0.134203,0.088338,0.69258,0,0.780918,0,0,0.084878,0.084878,0,778243.258,0,778243.258,24.8,0.811767,2,72,200,0.3,11,0,0,0
641,0.161507,0.09955,0.088346,0.715004,0,0.80335,0,0,0.0971,0.0971,0,1272700,0,1272700,35,1.306837,3,72,200,0.3,11,0,0,0
642,0.17839,0.044727,0.093058,0.762512,0,0.85557,0,0,0.099702,0.099702,0,1854800,0,1854800,49.9,1.77561,4,72,200,0.3,11,0,0,0
643,0.176975,0.058153,0.093067,0.762909,0,0.855976,0,0,0.085878,0.085878,0,1861200,0,1861200,60.1,1.806226,5,72,200,0.3,11,0,0,0
644,0.170582,0.048316,0.093059,0.790757,0,0.883816,0,0,0.067868,0.067868,0,1799500,0,1799500,73.7,1.901159,6,72,200,0.3,11,0,0,0
645,0.146484,0.134203,0.07787,0.698028,0,0.775898,0,0,0.089899,0.089899,0,775516.5981,0,775516.5981,22.7,0.840326,2,0,250,0.3,11,0,0,0
646,0.163687,0.09955,0.076933,0.727317,0,0.80425,0,0,0.0962,0.0962,0,1291300,0,1291300,37.2,1.270367,3,0,250,0.3,11,0,0,0
647,0.179167,0.044727,0.079221,0.776583,0,0.855804,0,0,0.099469,0.099469,0,1908000,0,1908000,51.2,1.886685,4,0,250,0.3,11,0,0,0
648,0.176507,0.058153,0.075079,0.778249,0,0.853328,0,0,0.088526,0.088526,0,1943700,0,1943700,56.5,1.810951,5,0,250,0.3,11,0,0,0
649,0.174692,0.048316,0.079221,0.797342,0,0.876563,0,0,0.075121,0.075121,0,2042300,0,2042300,69,2.025707,6,0,250,0.3,11,0,0,0
650,0.145708,0.134203,0.134371,0.655266,0,0.789637,0,0,0.07616,0.07616,0,758081.087,0,758081.087,28.4,0.834089,2,42,250,0.3,11,0,0,0
651,0.163014,0.09955,0.127706,0.685004,0,0.81271,0,0,0.08774,0.08774,0,1344300,0,1344300,41.7,1.419528,3,42,250,0.3,11,0,0,0
652,0.175274,0.044727,0.135935,0.720595,0,0.85653,0,0,0.098742,0.098742,0,1739000,0,1739000,47.4,1.796105,4,42,250,0.3,11,0,0,0
653,0.173653,0.058153,0.124679,0.731601,0,0.85628,0,0,0.085573,0.085573,0,1921400,0,1921400,56.1,1.942666,5,42,250,0.3,11,0,0,0
654,0.172979,0.048316,0.126932,0.756798,0,0.88373,0,0,0.067954,0.067954,0,1941300,0,1941300,77.4,2.050631,6,42,250,0.3,11,0,0,0
655,0.147123,0.134203,0.088338,0.69119,0,0.779528,0,0,0.086268,0.086268,0,800733.9144,0,800733.9144,25.1,0.833715,2,72,250,0.3,11,0,0,0
656,0.161507,0.09955,0.088346,0.715004,0,0.80335,0,0,0.0971,0.0971,0,1272700,0,1272700,35,1.306837,3,72,250,0.3,11,0,0,0
657,0.17839,0.044727,0.093058,0.762512,0,0.85557,0,0,0.099702,0.099702,0,1854800,0,1854800,49.9,1.77561,4,72,250,0.3,11,0,0,0
658,0.176153,0.058153,0.093067,0.764342,0,0.857409,0,0,0.084444,0.084444,0,1847100,0,1847100,60.6,1.788126,5,72,250,0.3,11,0,0,0
659,0.170582,0.048316,0.093059,0.790757,0,0.883816,0,0,0.067868,0.067868,0,1799500,0,1799500,73.7,1.901159,6,72,250,0.3,11,0,0,0
660,0.146484,0.134203,0.07787,0.698028,0,0.775898,0,0,0.089899,0.089899,0,775516.5981,0,775516.5981,22.7,0.840326,2,0,300,0.3,11,0,0,0
661,0.16339,0.09955,0.076933,0.728034,0,0.804967,0,0,0.095484,0.095484,0,1286400,0,1286400,37.3,1.264495,3,0,300,0.3,11,0,0,0
662,0.179167,0.044727,0.079221,0.776583,0,0.855804,0,0,0.099469,0.099469,0,1908000,0,1908000,51.2,1.886685,4,0,300,0.3,11,0,0,0
663,0.176507,0.058153,0.075079,0.778249,0,0.853328,0,0,0.088526,0.088526,0,1943700,0,1943700,56.5,1.810951,5,0,300,0.3,11,0,0,0
664,0.174692,0.048316,0.079221,0.797342,0,0.876563,0,0,0.075121,0.075121,0,2042300,0,2042300,69,2.025707,6,0,300,0.3,11,0,0,0
665,0.145342,0.134203,0.173354,0.615111,0,0.788465,0,0,0.077332,0.077332,0,784544.9205,0,784544.9205,27.2,0.91568,2,42,300,0.3,11,0,0,0
666,0.156416,0.09955,0.271938,0.558176,0,0.830114,0,0,0.070336,0.070336,0,1206000,0,1206000,48.3,1.647485,3,42,300,0.3,11,0,0,0
667,0.169658,0.044727,0.28893,0.586403,0,0.875333,0,0,0.07994,0.07994,0,1807500,0,1807500,56,2.296303,4,42,300,0.3,11,0,0,0
668,0.170251,0.058153,0.235863,0.634632,0,0.870495,0,0,0.071358,0.071358,0,1862000,0,1862000,67.7,2.271319,5,42,300,0.3,11,0,0,0
669,0.158995,0.048316,0.196086,0.70278,0,0.898866,0,0,0.052818,0.052818,0,1650000,0,1650000,81.5,1.945952,6,42,300,0.3,11,0,0,0
670,0.146244,0.134203,0.088338,0.69258,0,0.780918,0,0,0.084878,0.084878,0,778243.258,0,778243.258,24.8,0.811767,2,72,300,0.3,11,0,0,0
671,0.161507,0.09955,0.088346,0.715004,0,0.80335,0,0,0.0971,0.0971,0,1272700,0,1272700,35,1.306837,3,72,300,0.3,11,0,0,0
672,0.17839,0.044727,0.093058,0.762512,0,0.85557,0,0,0.099702,0.099702,0,1854800,0,1854800,49.9,1.77561,4,72,300,0.3,11,0,0,0
673,0.176975,0.058153,0.093067,0.762909,0,0.855976,0,0,0.085878,0.085878,0,1861200,0,1861200,60.1,1.806226,5,72,300,0.3,11,0,0,0
674,0.170582,0.048316,0.093059,0.790757,0,0.883816,0,0,0.067868,0.067868,0,1799500,0,1799500,73.7,1.901159,6,72,300,0.3,11,0,0,0
675,0.145057,0.220688,0.029264,0.672832,0,0.702096,0,0,0.077217,0.077217,0,672294.6311,0,672294.6311,23.8,0.724697,2,0,100,0.8,11,0,0,0
676,0.159612,0.167458,0,0.73881,0,0.73881,0,0,0.093732,0.093732,0,1221900,0,1221900,33.4,1.159755,3,0,100,0.8,11,0,0,0
677,0.177329,0.123344,0,0.77127,0,0.77127,0,0,0.105386,0.105386,0,1753700,0,1753700,44.3,1.7109,4,0,100,0.8,11,0,0,0
678,0.178162,0.111386,0,0.792589,0,0.792589,0,0,0.096019,0.096019,0,1901400,0,1901400,51.5,1.790031,5,0,100,0.8,11,0,0,0
679,0.174829,0.092195,0.076934,0.75575,0,0.832684,0,0,0.075121,0.075121,0,2042200,0,2042200,68.2,2.126404,6,0,100,0.8,11,0,0,0
680,0.14774,0.220688,0.017183,0.680265,0,0.697448,0,0,0.081864,0.081864,0,754416.2543,0,754416.2543,25.4,0.770776,2,42,100,0.8,11,0,0,0
681,0.160753,0.167458,0,0.738122,0,0.738122,0,0,0.09442,0.09442,0,1158900,0,1158900,34.5,1.155028,3,42,100,0.8,11,0,0,0
682,0.180205,0.123344,0,0.77298,0,0.77298,0,0,0.103676,0.103676,0,1810900,0,1810900,48.4,1.705236,4,42,100,0.8,11,0,0,0
683,0.180205,0.111386,0,0.791141,0,0.791141,0,0,0.097467,0.097467,0,2031100,0,2031100,52.6,1.872424,5,42,100,0.8,11,0,0,0
684,0.17911,0.092195,0,0.828861,0,0.828861,0,0,0.078944,0.078944,0,2001300,0,2001300,69.6,1.949203,6,42,100,0.8,11,0,0,0
685,0.146712,0.220688,0.015661,0.680092,0,0.695753,0,0,0.08356,0.08356,0,708066.4776,0,708066.4776,23.2,0.737904,2,72,100,0.8,11,0,0,0
686,0.158425,0.167458,0,0.737689,0,0.737689,0,0,0.094853,0.094853,0,1142500,0,1142500,32,1.147357,3,72,100,0.8,11,0,0,0
687,0.179349,0.123344,0,0.770711,0,0.770711,0,0,0.105945,0.105945,0,1789000,0,1789000,45.8,1.701319,4,72,100,0.8,11,0,0,0
688,0.179897,0.111386,0.045994,0.751612,0,0.797606,0,0,0.091003,0.091003,0,1979900,0,1979900,58,1.957873,5,72,100,0.8,11,0,0,0
689,0.178562,0.092195,0.091245,0.742134,0,0.833379,0,0,0.074426,0.074426,0,2049600,0,2049600,75.2,2.234122,6,72,100,0.8,11,0,0,0
690,0.145023,0.220688,0.029264,0.672832,0,0.702096,0,0,0.077217,0.077217,0,670638.2357,0,670638.2357,23.7,0.723731,2,0,150,0.8,11,0,0,0
691,0.158436,0.167458,0.072776,0.675882,0,0.748658,0,0,0.083885,0.083885,0,1156800,0,1156800,38.2,1.21047,3,0,150,0.8,11,0,0,0
692,0.174635,0.123344,0.07693,0.70847,0,0.7854,0,0,0.091256,0.091256,0,1769000,0,1769000,51.6,1.890889,4,0,150,0.8,11,0,0,0
693,0.175605,0.111386,0.072791,0.730703,0,0.803494,0,0,0.085114,0.085114,0,1927100,0,1927100,57.7,1.875619,5,0,150,0.8,11,0,0,0
694,0.174829,0.092195,0.076934,0.75575,0,0.832684,0,0,0.075121,0.075121,0,2042200,0,2042200,68.2,2.126404,6,0,150,0.8,11,0,0,0
695,0.146484,0.220688,0.043355,0.658931,0,0.702286,0,0,0.077027,0.077027,0,693040.4339,0,693040.4339,25.8,0.750217,2,42,150,0.8,11,0,0,0
696,0.161861,0.167458,0.075955,0.671613,0,0.747568,0,0,0.084974,0.084974,0,1225800,0,1225800,41.4,1.305812,3,42,150,0.8,11,0,0,0
697,0.173322,0.123344,0.095462,0.691676,0,0.787138,0,0,0.089518,0.089518,0,1619200,0,1619200,51.4,1.721241,4,42,150,0.8,11,0,0,0
698,0.17371,0.111386,0.119667,0.68593,0,0.805597,0,0,0.083011,0.083011,0,1929600,0,1929600,57.8,2.072222,5,42,150,0.8,11,0,0,0
699,0.172877,0.092195,0.121947,0.718251,0,0.840198,0,0,0.067607,0.067607,0,1926200,0,1926200,76.7,2.130974,6,42,150,0.8,11,0,0,0
700,0.147397,0.220688,0.032258,0.665749,0,0.698007,0,0,0.081305,0.081305,0,729680.6292,0,729680.6292,25.2,0.763682,2,72,150,0.8,11,0,0,0
701,0.159806,0.167458,0.055418,0.689656,0,0.745074,0,0,0.087468,0.087468,0,1190900,0,1190900,37.6,1.28491,3,72,150,0.8,11,0,0,0
702,0.175023,0.123344,0.082933,0.701134,0,0.784067,0,0,0.092589,0.092589,0,1735100,0,1735100,50.7,1.783822,4,72,150,0.8,11,0,0,0
703,0.177215,0.111386,0.088649,0.717317,0,0.805966,0,0,0.082642,0.082642,0,1877700,0,1877700,62.8,1.922706,5,72,150,0.8,11,0,0,0
704,0.178562,0.092195,0.091245,0.742134,0,0.833379,0,0,0.074426,0.074426,0,2049600,0,2049600,75.2,2.234122,6,72,150,0.8,11,0,0,0
705,0.143676,0.220688,0.046107,0.656888,0,0.702995,0,0,0.076318,0.076318,0,656595.4219,0,656595.4219,22.6,0.733623,2,0,200,0.8,11,0,0,0
706,0.158436,0.167458,0.072776,0.675882,0,0.748658,0,0,0.083885,0.083885,0,1156800,0,1156800,38.2,1.21047,3,0,200,0.8,11,0,0,0
707,0.174361,0.123344,0.07693,0.709186,0,0.786116,0,0,0.090539,0.090539,0,1764000,0,1764000,51.8,1.883718,4,0,200,0.8,11,0,0,0
708,0.175605,0.111386,0.072791,0.730703,0,0.803494,0,0,0.085114,0.085114,0,1927100,0,1927100,57.7,1.878182,5,0,200,0.8,11,0,0,0
709,0.174829,0.092195,0.076934,0.75575,0,0.832684,0,0,0.075121,0.075121,0,2042200,0,2042200,68.2,2.126404,6,0,200,0.8,11,0,0,0
710,0.142032,0.220688,0.083981,0.624292,0,0.708273,0,0,0.07104,0.07104,0,616132.9292,0,616132.9292,22.9,0.722394,2,42,200,0.8,11,0,0,0
711,0.161279,0.167458,0.098406,0.652505,0,0.750911,0,0,0.081631,0.081631,0,1244300,0,1244300,43.3,1.340008,3,42,200,0.8,11,0,0,0
712,0.173447,0.123344,0.095462,0.692045,0,0.787507,0,0,0.089149,0.089149,0,1625800,0,1625800,51.9,1.725296,4,42,200,0.8,11,0,0,0
713,0.173447,0.111386,0.119667,0.686278,0,0.805945,0,0,0.082664,0.082664,0,1922400,0,1922400,57.9,2.058621,5,42,200,0.8,11,0,0,0
714,0.172877,0.092195,0.121947,0.718251,0,0.840198,0,0,0.067607,0.067607,0,1926200,0,1926200,76.7,2.130974,6,42,200,0.8,11,0,0,0
715,0.144612,0.220688,0.074712,0.62824,0,0.702952,0,0,0.076361,0.076361,0,673764.8268,0,673764.8268,23.7,0.762475,2,72,200,0.8,11,0,0,0
716,0.157546,0.167458,0.078687,0.669282,0,0.747969,0,0,0.084573,0.084573,0,1173700,0,1173700,37.2,1.303998,3,72,200,0.8,11,0,0,0
717,0.175023,0.123344,0.082933,0.701134,0,0.784067,0,0,0.092589,0.092589,0,1735100,0,1735100,50.7,1.783822,4,72,200,0.8,11,0,0,0
718,0.177397,0.111386,0.088649,0.71697,0,0.805619,0,0,0.082989,0.082989,0,1883400,0,1883400,62.6,1.933285,5,72,200,0.8,11,0,0,0
719,0.178562,0.092195,0.091245,0.742134,0,0.833379,0,0,0.074426,0.074426,0,2049600,0,2049600,75.2,2.234122,6,72,200,0.8,11,0,0,0
720,0.1429,0.220688,0.066283,0.641997,0,0.70828,0,0,0.071032,0.071032,0,640939.9677,0,640939.9677,24.1,0.745273,2,0,250,0.8,11,0,0,0
721,0.158436,0.167458,0.072776,0.675882,0,0.748658,0,0,0.083885,0.083885,0,1156800,0,1156800,38.2,1.21047,3,0,250,0.8,11,0,0,0
722,0.175114,0.123344,0.07693,0.707753,0,0.784683,0,0,0.091973,0.091973,0,1777200,0,1777200,51.4,1.898797,4,0,250,0.8,11,0,0,0
723,0.175388,0.111386,0.072791,0.731363,0,0.804154,0,0,0.084455,0.084455,0,1919500,0,1919500,57.9,1.866009,5,0,250,0.8,11,0,0,0
724,0.174829,0.092195,0.076934,0.75575,0,0.832684,0,0,0.075121,0.075121,0,2042200,0,2042200,68.2,2.126404,6,0,250,0.8,11,0,0,0
725,0.141849,0.220688,0.151159,0.566389,0,0.717548,0,0,0.061765,0.061765,0,634256.127,0,634256.127,28.1,0.803775,2,42,250,0.8,11,0,0,0
726,0.159075,0.167458,0.119005,0.634798,0,0.753803,0,0,0.078739,0.078739,0,1234400,0,1234400,42.7,1.375412,3,42,250,0.8,11,0,0,0
727,0.170263,0.123344,0.124305,0.663588,0,0.787893,0,0,0.088762,0.088762,0,1590900,0,1590900,48.5,1.757263,4,42,250,0.8,11,0,0,0
728,0.173447,0.111386,0.119667,0.686278,0,0.805945,0,0,0.082664,0.082664,0,1922400,0,1922400,57.9,2.058621,5,42,250,0.8,11,0,0,0
729,0.172877,0.092195,0.121947,0.718251,0,0.840198,0,0,0.067607,0.067607,0,1926200,0,1926200,76.7,2.130974,6,42,250,0.8,11,0,0,0
730,0.1446,0.220688,0.074712,0.62824,0,0.702952,0,0,0.076361,0.076361,0,674526.8268,0,674526.8268,23.7,0.759363,2,72,250,0.8,11,0,0,0
731,0.157546,0.167458,0.078687,0.669282,0,0.747969,0,0,0.084573,0.084573,0,1173700,0,1173700,37.2,1.303998,3,72,250,0.8,11,0,0,0
732,0.175411,0.123344,0.082933,0.700417,0,0.78335,0,0,0.093306,0.093306,0,1745900,0,1745900,50.6,1.794102,4,72,250,0.8,11,0,0,0
733,0.177397,0.111386,0.088649,0.71697,0,0.805619,0,0,0.082989,0.082989,0,1883400,0,1883400,62.6,1.933285,5,72,250,0.8,11,0,0,0
734,0.178562,0.092195,0.091245,0.742134,0,0.833379,0,0,0.074426,0.074426,0,2049600,0,2049600,75.2,2.234122,6,72,250,0.8,11,0,0,0
735,0.143322,0.220688,0.066283,0.640678,0,0.706961,0,0,0.072351,0.072351,0,650845.9677,0,650845.9677,24,0.756827,2,0,300,0.8,11,0,0,0
736,0.158436,0.167458,0.072776,0.675882,0,0.748658,0,0,0.083885,0.083885,0,1156800,0,1156800,38.2,1.21047,3,0,300,0.8,11,0,0,0
737,0.174361,0.123344,0.07693,0.709186,0,0.786116,0,0,0.090539,0.090539,0,1764000,0,1764000,51.8,1.883718,4,0,300,0.8,11,0,0,0
738,0.175947,0.111386,0.072791,0.730044,0,0.802835,0,0,0.085773,0.085773,0,1934800,0,1934800,57.5,1.887792,5,0,300,0.8,11,0,0,0
739,0.174829,0.092195,0.076934,0.75575,0,0.832684,0,0,0.075121,0.075121,0,2042200,0,2042200,68.2,2.126404,6,0,300,0.8,11,0,0,0
740,0.140685,0.220688,0.170084,0.549386,0,0.71947,0,0,0.059842,0.059842,0,614454.4564,0,614454.4564,27.8,0.801611,2,42,300,0.8,11,0,0,0
741,0.151564,0.167458,0.261776,0.508033,0,0.769809,0,0,0.062733,0.062733,0,1057400,0,1057400,47.7,1.559112,3,42,300,0.8,11,0,0,0
742,0.165674,0.123344,0.268911,0.533656,0,0.802567,0,0,0.074089,0.074089,0,1654000,0,1654000,55.9,2.303066,4,42,300,0.8,11,0,0,0
743,0.168048,0.111386,0.223644,0.597443,0,0.821087,0,0,0.06752,0.06752,0,1777600,0,1777600,68.5,2.27257,5,42,300,0.8,11,0,0,0
744,0.167705,0.092195,0.186798,0.661,0,0.847798,0,0,0.060006,0.060006,0,1902600,0,1902600,81.4,2.284163,6,42,300,0.8,11,0,0,0
745,0.14484,0.220688,0.074712,0.62758,0,0.702292,0,0,0.07702,0.07702,0,680622.8268,0,680622.8268,23.7,0.767988,2,72,300,0.8,11,0,0,0
746,0.157546,0.167458,0.078687,0.669282,0,0.747969,0,0,0.084573,0.084573,0,1173700,0,1173700,37.2,1.303998,3,72,300,0.8,11,0,0,0
747,0.175023,0.123344,0.082933,0.701134,0,0.784067,0,0,0.092589,0.092589,0,1735100,0,1735100,50.7,1.783822,4,72,300,0.8,11,0,0,0
748,0.177215,0.111386,0.088649,0.717317,0,0.805966,0,0,0.082642,0.082642,0,1877700,0,1877700,62.8,1.922706,5,72,300,0.8,11,0,0,0
749,0.178562,0.092195,0.091245,0.742134,0,0.833379,0,0,0.074426,0.074426,0,2049600,0,2049600,75.2,2.234122,6,72,300,0.8,11,0,0,0
750,0.219132,0.134203,0.034899,0.597377,0.122035,0.754311,0,0,0.126106,0.045548,0.01462,1687300,152399.0991,1839700,68.1,1.887173,2,0,100,0.3,3,0.2,0,0
751,0.200217,0.09955,0,0.689419,0.131866,0.821285,0,0,0.087747,0.04043,0.008582,1738400,89526.19623,1827900,84.3,1.719118,3,0,100,0.3,3,0.2,0,0
752,0.207306,0.044727,0,0.718756,0.154341,0.873097,0,0,0.089669,0.028703,0.007493,1466900,123589.3072,1590500,93.8,1.489184,4,0,100,0.3,3,0.2,0,0
753,0.197363,0.058153,0,0.700058,0.166459,0.866517,0,0,0.079507,0.026854,0.00417,1315800,112055.3939,1427900,94.5,1.366515,5,0,100,0.3,3,0.2,0,0
754,0.16008,0.048316,0.079221,0.698174,0.132568,0.909963,0,0,0.045848,0.014577,0.004128,822494.2439,62735.41192,885229.6558,99.8,0.908019,6,0,100,0.3,3,0.2,0,0
755,0.218607,0.134203,0.017184,0.608921,0.125691,0.751796,0,0,0.126463,0.051719,0.012462,1745000,143949.6162,1888900,67.4,1.867334,2,42,100,0.3,3,0.2,0,0
756,0.204281,0.09955,0,0.689419,0.130386,0.819805,0,0,0.089227,0.04043,0.008582,1742100,92947.0642,1835000,87.7,1.768671,3,42,100,0.3,3,0.2,0,0
757,0.202603,0.044727,0,0.718756,0.158797,0.877553,0,0,0.085213,0.028703,0.007493,1422500,113289.946,1535800,92.8,1.398184,4,42,100,0.3,3,0.2,0,0
758,0.191849,0.058153,0,0.700058,0.166569,0.866627,0,0,0.079396,0.026854,0.00417,1204400,111800.3344,1316200,86.9,1.239961,5,42,100,0.3,3,0.2,0,0
759,0.170057,0.048316,0,0.721002,0.179467,0.900469,0,0,0.056213,0.015684,0.004999,841525.6219,82118.39504,923644.0169,95,0.879449,6,42,100,0.3,3,0.2,0,0
760,0.220068,0.134203,0.020337,0.597546,0.133924,0.751807,0,0,0.126844,0.051697,0.012853,1793900,143976.0311,1937900,68.4,1.906001,2,72,100,0.3,3,0.2,0,0
761,0.201484,0.09955,0,0.689419,0.130456,0.819875,0,0,0.089158,0.04043,0.008582,1714600,92786.71,1807400,84,1.744428,3,72,100,0.3,3,0.2,0,0
762,0.202979,0.044727,0,0.718756,0.158855,0.877611,0,0,0.085155,0.028703,0.007493,1470600,113156.6198,1583800,93.3,1.437198,4,72,100,0.3,3,0.2,0,0
763,0.182648,0.058153,0.048911,0.702101,0.130352,0.881364,0,0,0.064553,0.024811,0.004063,1232800,82463.25178,1315300,98.3,1.292472,5,72,100,0.3,3,0.2,0,0
764,0.161153,0.048316,0.093059,0.721002,0.094828,0.908889,0,0,0.045815,0.015684,0.003021,816476.739,62657.90557,879134.6445,102.7,0.927829,6,72,100,0.3,3,0.2,0,0
765,0.219372,0.134203,0.034899,0.596718,0.122035,0.753652,0,0,0.126765,0.046207,0.01462,1699500,152399.0991,1851900,67.9,1.902961,2,0,150,0.3,3,0.2,0,0
766,0.200491,0.09955,0.076933,0.617703,0.128937,0.823573,0,0,0.085832,0.035213,0.008955,1622300,96295.72965,1718600,87.2,1.808454,3,0,150,0.3,3,0.2,0,0
767,0.206564,0.044727,0.079221,0.643491,0.155323,0.878035,0,0,0.084558,0.024746,0.007321,1396600,121319.7119,1517900,100.5,1.543922,4,0,150,0.3,3,0.2,0,0
768,0.189235,0.058153,0.032606,0.730846,0.110792,0.874244,0,0,0.070737,0.025747,0.003128,1251200,96753.81698,1348000,97.4,1.311813,5,0,150,0.3,3,0.2,0,0
769,0.16008,0.048316,0.079221,0.698174,0.132568,0.909963,0,0,0.045848,0.014577,0.004128,822494.2439,62735.41192,885229.6558,99.8,0.908019,6,0,150,0.3,3,0.2,0,0
770,0.224543,0.134203,0.043345,0.585369,0.120187,0.748901,0,0,0.131515,0.049109,0.01462,1736700,156671.2114,1893400,69.1,1.944631,2,42,150,0.3,3,0.2,0,0
771,0.188368,0.09955,0.079094,0.647506,0.107903,0.834503,0,0,0.071988,0.038345,0.006042,1657500,63793.67387,1721300,91.2,1.859925,3,42,150,0.3,3,0.2,0,0
772,0.190297,0.044727,0.101173,0.621539,0.168384,0.891096,0,0,0.071498,0.024746,0.007321,1353200,91133.98177,1444300,97.9,1.494631,4,42,150,0.3,3,0.2,0,0
773,0.200365,0.058153,0.124679,0.641687,0.101138,0.867504,0,0,0.078412,0.022833,0.004063,1218200,119066.579,1337300,101.3,1.460227,5,42,150,0.3,3,0.2,0,0
774,0.155856,0.048316,0.126932,0.65185,0.136356,0.915138,0,0,0.039738,0.01319,0.003193,719882.0363,53979.97859,773862.0149,102.9,0.830594,6,42,150,0.3,3,0.2,0,0
775,0.219326,0.134203,0.039873,0.581219,0.133159,0.754251,0,0,0.123579,0.05025,0.012032,1743600,141671.6903,1885300,70,1.89231,2,72,150,0.3,3,0.2,0,0
776,0.20097,0.09955,0.061917,0.629564,0.131099,0.82258,0,0,0.086281,0.036474,0.00841,1634700,95678.04556,1730400,87.6,1.820034,3,72,150,0.3,3,0.2,0,0
777,0.189349,0.044727,0.040743,0.684094,0.163761,0.888598,0,0,0.074168,0.026553,0.007493,1343900,92732.04109,1436600,90.9,1.369035,4,72,150,0.3,3,0.2,0,0
778,0.177991,0.058153,0.093067,0.65843,0.132328,0.883825,0,0,0.061158,0.023769,0.003128,1130200,79184.75993,1209400,97.8,1.269752,5,72,150,0.3,3,0.2,0,0
779,0.161153,0.048316,0.093059,0.721002,0.094828,0.908889,0,0,0.045815,0.015684,0.003021,816476.739,62657.90557,879134.6445,102.7,0.927829,6,72,150,0.3,3,0.2,0,0
780,0.21605,0.134203,0.07787,0.570468,0.113353,0.761691,0,0,0.116185,0.045982,0.012079,1747800,134339.5328,1882100,73.1,2.033551,2,0,200,0.3,3,0.2,0,0
781,0.200491,0.09955,0.076933,0.617703,0.128937,0.823573,0,0,0.085832,0.035213,0.008955,1622300,96295.72965,1718600,87.2,1.808454,3,0,200,0.3,3,0.2,0,0
782,0.206564,0.044727,0.079221,0.643491,0.155323,0.878035,0,0,0.084558,0.024746,0.007321,1396600,121319.7119,1517900,100.5,1.543922,4,0,200,0.3,3,0.2,0,0
783,0.185628,0.058153,0.075079,0.691287,0.110386,0.876752,0,0,0.069165,0.022833,0.004063,1134400,97693.25226,1232100,94.4,1.278159,5,0,200,0.3,3,0.2,0,0
784,0.16008,0.048316,0.079221,0.698174,0.132568,0.909963,0,0,0.045848,0.014577,0.004128,822494.2439,62735.41192,885229.6558,99.8,0.908019,6,0,200,0.3,3,0.2,0,0
785,0.215696,0.134203,0.083967,0.562626,0.113365,0.759958,0,0,0.117917,0.047727,0.012079,1751500,134310.1138,1885800,71,2.017118,2,42,200,0.3,3,0.2,0,0
786,0.186084,0.09955,0.101552,0.627026,0.107913,0.836491,0,0,0.07,0.036367,0.006042,1594500,63770.46911,1658300,90.9,1.844117,3,42,200,0.3,3,0.2,0,0
787,0.190297,0.044727,0.101173,0.621539,0.168384,0.891096,0,0,0.071498,0.024746,0.007321,1353200,91133.98177,1444300,97.9,1.494631,4,42,200,0.3,3,0.2,0,0
788,0.200365,0.058153,0.124679,0.641687,0.101138,0.867504,0,0,0.078412,0.022833,0.004063,1218200,119066.579,1337300,101.3,1.460227,5,42,200,0.3,3,0.2,0,0
