sim_no,UHI_d,asphalt_ratio,park_grass_ratio,parcel_grass_ratio,podium_grass_ratio,GnPR,TCR,greenroof_ratio,SCR,parcel_fp_ratio,podium_fp_ratio,tower_GFA,podium_GFA,total_GFA,avg_BH,avg_GPR,parcelArea,parkLocation,parkRadius,roadDensity,bldDensity,podiumDensity,treeDensity,roofType
8524,0.232409,0.092195,0.076934,0.46181,0.270494,0.809238,0,0.084914,0.11222,0.020819,0.013653,1530500,179694.594,1710200,98.8,1.805247,6,0,250,0.8,5,0.4,9,1
8525,0.214326,0.220688,0.151159,0.319181,0.183594,0.653934,0.073204,0.102277,0.148481,0.031443,0.023102,1167500,217108.7769,1384600,51.7,1.726563,2,42,250,0.8,5,0.4,9,1
8526,0.257169,0.167458,0.119005,0.42171,0.14317,0.683885,0,0.12463,0.172684,0.035632,0.024027,1781300,261230.1583,2042500,73.2,2.376397,3,42,250,0.8,5,0.4,9,1
8527,0.271518,0.123344,0.124305,0.393141,0.202737,0.720183,0.065091,0.135367,0.177579,0.030602,0.021106,1797900,290919.0487,2088800,83.1,2.411301,4,42,250,0.8,5,0.4,9,1
8528,0.253105,0.111386,0.119667,0.454352,0.185791,0.75981,0.06594,0.115253,0.142343,0.029849,0.013545,1749800,228694.947,1978500,92.6,2.269249,5,42,250,0.8,5,0.4,9,1
8529,0.225354,0.092195,0.121947,0.48222,0.213524,0.817691,0,0.079472,0.100756,0.020246,0.010642,1383000,161481.6657,1544500,103.5,1.692097,6,42,250,0.8,5,0.4,9,1
8530,0.214578,0.220688,0.074712,0.367456,0.199819,0.641987,0,0.112514,0.162136,0.039334,0.024811,1216500,226482.2741,1443000,45.1,1.617838,2,72,250,0.8,5,0.4,9,1
8531,0.253767,0.167458,0.078687,0.441629,0.164198,0.684514,0.060363,0.12579,0.170268,0.039667,0.022239,1835600,250451.452,2086100,72.3,2.388184,3,72,250,0.8,5,0.4,9,1
8532,0.268824,0.123344,0.082933,0.391295,0.243422,0.71765,0,0.138356,0.179656,0.032448,0.02065,1761500,292508.166,2054000,78.9,2.208364,4,72,250,0.8,5,0.4,9,1
8533,0.256073,0.111386,0.088649,0.445897,0.221906,0.756452,0.055057,0.117052,0.147259,0.029007,0.015104,1647100,238402.0386,1885500,91.1,2.007034,5,72,250,0.8,5,0.4,9,1
8534,0.239863,0.092195,0.091245,0.470782,0.239908,0.801935,0.071918,0.092504,0.119236,0.021106,0.013366,1492400,195911.1554,1688300,101.6,1.825452,6,72,250,0.8,5,0.4,9,1
8535,0.217078,0.220688,0.066283,0.379964,0.192051,0.638298,0,0.114387,0.167643,0.035852,0.026628,1182000,243057.0238,1425100,45.1,1.632578,2,0,300,0.8,5,0.4,9,1
8536,0.265126,0.167458,0.072776,0.441099,0.147857,0.661732,0.05715,0.143957,0.197665,0.038534,0.026854,1757500,305725.4366,2063200,66.3,2.277392,3,0,300,0.8,5,0.4,9,1
8537,0.296142,0.123344,0.07693,0.413891,0.201378,0.692199,0,0.160401,0.208511,0.028383,0.024055,1843500,360724.2983,2204200,83.3,2.418711,4,0,300,0.8,5,0.4,9,1
8538,0.24161,0.111386,0.072791,0.502014,0.188349,0.763154,0.061186,0.11035,0.140558,0.029064,0.015104,1594800,222781.5875,1817600,82.2,1.933967,5,0,300,0.8,5,0.4,9,1
8539,0.229521,0.092195,0.076934,0.46181,0.273903,0.812647,0,0.081506,0.108811,0.020819,0.013653,1530500,171816.7511,1702300,98.8,1.799022,6,0,300,0.8,5,0.4,9,1
8540,0.211313,0.220688,0.170084,0.324027,0.1641,0.658211,0.076163,0.098594,0.143608,0.030845,0.022507,1157800,208603.2947,1366400,51.6,1.761321,2,42,300,0.8,5,0.4,9,1
8541,0.242523,0.167458,0.261776,0.331395,0.11169,0.704861,0.095102,0.110936,0.144426,0.032361,0.016745,1602400,220307.869,1822700,80.1,2.795931,3,42,300,0.8,5,0.4,9,1
8542,0.271575,0.123344,0.268911,0.318842,0.151521,0.739274,0.102106,0.116454,0.158308,0.022162,0.020927,1885200,266300.391,2151500,98.9,3.027887,4,42,300,0.8,5,0.4,9,1
8543,0.254212,0.111386,0.223644,0.355639,0.191401,0.770684,0.083338,0.10438,0.131469,0.024586,0.013545,1768100,215728.4994,1983800,105.2,2.684614,5,42,300,0.8,5,0.4,9,1
8544,0.225639,0.092195,0.186798,0.420666,0.213524,0.820988,0,0.076175,0.097459,0.016949,0.010642,1319400,161481.6657,1480900,109,1.802198,6,42,300,0.8,5,0.4,9,1
8545,0.212785,0.220688,0.074712,0.366137,0.203384,0.644233,0,0.110928,0.159232,0.040653,0.024152,1224800,218243.4741,1443000,45,1.612776,2,72,300,0.8,5,0.4,9,1
8546,0.253573,0.167458,0.078687,0.441629,0.164405,0.684721,0.063852,0.125583,0.170061,0.039667,0.022239,1835600,249973.2485,2085600,72.3,2.387652,3,72,300,0.8,5,0.4,9,1
8547,0.268299,0.123344,0.082933,0.391295,0.244234,0.718462,0,0.137545,0.178845,0.032448,0.02065,1761500,290631.8665,2052100,78.9,2.206846,4,72,300,0.8,5,0.4,9,1
8548,0.252888,0.111386,0.088649,0.445897,0.225244,0.75979,0.051633,0.113714,0.143922,0.029007,0.015104,1647100,230687.7112,1877800,91.1,2.000564,5,72,300,0.8,5,0.4,9,1
8549,0.239863,0.092195,0.091245,0.470782,0.239908,0.801935,0.071918,0.092504,0.119236,0.021106,0.013366,1492400,195911.1554,1688300,101.6,1.825452,6,72,300,0.8,5,0.4,9,1
8550,0.245034,0.134203,0.034899,0.421838,0.179222,0.635959,0,0.191889,0.267789,0.05073,0.03795,1211900,413966.1298,1625900,34.4,1.596924,2,0,100,0.3,7,0.4,9,1
8551,0.277283,0.09955,0,0.494324,0.172154,0.666478,0,0.195975,0.27197,0.06097,0.037998,1917200,399851.6182,2317100,47.2,2.140507,3,0,100,0.3,7,0.4,9,1
8552,0.305,0.044727,0,0.504999,0.208408,0.713407,0.037673,0.209885,0.273847,0.052475,0.031981,2046300,437729.6269,2484000,61,2.280947,4,0,100,0.3,7,0.4,9,1
8553,0.289635,0.058153,0,0.524334,0.209819,0.734153,0.035896,0.183722,0.23168,0.046631,0.023979,1974300,372272.0578,2346600,67.9,2.161357,5,0,100,0.3,7,0.4,9,1
8554,0.253037,0.048316,0.079221,0.46882,0.26838,0.816421,0.059333,0.120764,0.14976,0.029147,0.014498,1592900,245258.2539,1838200,86.8,1.888898,6,0,100,0.3,7,0.4,9,1
8555,0.242386,0.134203,0.017184,0.422161,0.203312,0.642657,0,0.184488,0.261793,0.048071,0.038652,1195800,404630.1937,1600400,34.7,1.504123,2,42,100,0.3,7,0.4,9,1
8556,0.274418,0.09955,0,0.496793,0.175111,0.671904,0,0.191939,0.265154,0.058501,0.036608,1734600,393017.2988,2127600,47.7,2.025005,3,42,100,0.3,7,0.4,9,1
8557,0.307123,0.044727,0,0.505346,0.208838,0.714184,0.037899,0.209454,0.27272,0.052127,0.031633,2047300,436734.5772,2484000,62.6,2.218751,4,42,100,0.3,7,0.4,9,1
8558,0.288619,0.058153,0,0.523987,0.209423,0.73341,0.038278,0.184465,0.232423,0.046978,0.023979,1967100,373188.0158,2340300,66.9,2.112627,5,42,100,0.3,7,0.4,9,1
8559,0.251598,0.048316,0,0.543025,0.270279,0.813304,0.037626,0.124283,0.152477,0.034163,0.014097,1590700,240870.7732,1831600,83.2,1.736148,6,42,100,0.3,7,0.4,9,1
8560,0.240514,0.134203,0.020337,0.411011,0.207703,0.639051,0,0.187598,0.265893,0.050242,0.039147,1176300,407944.4638,1584200,33.3,1.492612,2,72,100,0.3,7,0.4,9,1
8561,0.271929,0.09955,0,0.49436,0.17689,0.67125,0,0.193273,0.265127,0.060934,0.035927,1819500,388904.985,2208400,46.6,2.066267,3,72,100,0.3,7,0.4,9,1
8562,0.299874,0.044727,0,0.504999,0.214431,0.71943,0.037976,0.204926,0.266758,0.052475,0.030916,2036100,423808.2593,2459900,60.6,2.213218,4,72,100,0.3,7,0.4,9,1
8563,0.302911,0.058153,0.048911,0.463208,0.212426,0.724545,0.040901,0.191548,0.24307,0.040896,0.025761,1948000,407733.6351,2355700,71.7,2.243212,5,72,100,0.3,7,0.4,9,1
8564,0.265297,0.048316,0.093059,0.477478,0.232759,0.803296,0.068954,0.134291,0.162485,0.029548,0.014097,1548500,274668.7195,1823200,88.5,1.92874,6,72,100,0.3,7,0.4,9,1
8565,0.244874,0.134203,0.034899,0.421838,0.180398,0.637135,0,0.190365,0.266959,0.05073,0.038297,1218800,411246.362,1630000,34.4,1.600491,2,0,150,0.3,7,0.4,9,1
8566,0.267158,0.09955,0.076933,0.454836,0.159504,0.691273,0,0.175622,0.242732,0.052333,0.033555,1678800,362506.028,2041300,50.3,2.085495,3,0,150,0.3,7,0.4,9,1
8567,0.317112,0.044727,0.079221,0.438969,0.200195,0.718385,0.055661,0.203071,0.270703,0.039284,0.033816,2061600,456710.9334,2518300,70.6,2.5166,4,0,150,0.3,7,0.4,9,1
8568,0.287557,0.058153,0.032606,0.497093,0.211782,0.741481,0.043955,0.174611,0.226133,0.041265,0.025761,1918500,367736.324,2286200,69,2.152747,5,0,150,0.3,7,0.4,9,1
8569,0.253037,0.048316,0.079221,0.46882,0.26838,0.816421,0.059333,0.120764,0.14976,0.029147,0.014498,1592900,245258.2539,1838200,86.8,1.888898,6,0,150,0.3,7,0.4,9,1
8570,0.242808,0.134203,0.043345,0.416248,0.18968,0.649273,0,0.180128,0.252919,0.047873,0.036395,1177700,389793.6518,1567500,36.4,1.536247,2,42,150,0.3,7,0.4,9,1
8571,0.273664,0.09955,0.079094,0.454537,0.161045,0.694676,0,0.172223,0.239325,0.05047,0.033551,1751300,358946.5713,2110200,55,2.185946,3,42,150,0.3,7,0.4,9,1
8572,0.310651,0.044727,0.101173,0.41621,0.19988,0.717263,0.063446,0.207093,0.268925,0.040091,0.030916,1803800,457438.9271,2261200,65.9,2.273377,4,42,150,0.3,7,0.4,9,1
8573,0.271906,0.058153,0.124679,0.469816,0.171288,0.765783,0.059763,0.157107,0.195032,0.043448,0.018962,1929200,306521.9845,2235700,73.8,2.385874,5,42,150,0.3,7,0.4,9,1
8574,0.230982,0.048316,0.126932,0.491066,0.226956,0.844954,0.06049,0.096848,0.116613,0.028345,0.009882,1440200,181168.6703,1621400,93.5,1.752817,6,42,150,0.3,7,0.4,9,1
8575,0.245719,0.134203,0.039873,0.41095,0.190839,0.641662,0,0.188098,0.260171,0.050303,0.036036,1207600,401768.4314,1609400,36,1.530326,2,72,150,0.3,7,0.4,9,1
8576,0.259247,0.09955,0.061917,0.473568,0.16944,0.704925,0,0.166196,0.224856,0.055572,0.02933,1676200,323468.3702,1999700,51.5,2.035358,3,72,150,0.3,7,0.4,9,1
8577,0.299509,0.044727,0.040743,0.457893,0.230413,0.729049,0.053394,0.195307,0.257139,0.046082,0.030916,1992300,416352.0876,2408700,64,2.200037,4,72,150,0.3,7,0.4,9,1
8578,0.281062,0.058153,0.093067,0.462492,0.196198,0.751757,0.048791,0.168952,0.211242,0.041613,0.021145,1765900,343183.308,2109100,71.5,2.10418,5,72,150,0.3,7,0.4,9,1
8579,0.265297,0.048316,0.093059,0.477478,0.232759,0.803296,0.068954,0.134291,0.162485,0.029548,0.014097,1548500,274668.7195,1823200,88.5,1.92874,6,72,150,0.3,7,0.4,9,1
8580,0.23363,0.134203,0.07787,0.398164,0.172387,0.648421,0,0.179038,0.255714,0.0461,0.038338,1127300,395861.1797,1523200,32.4,1.595078,2,0,200,0.3,7,0.4,9,1
8581,0.267991,0.09955,0.076933,0.454119,0.159504,0.690556,0,0.176338,0.243448,0.053049,0.033555,1702000,362506.028,2064500,50.5,2.106685,3,0,200,0.3,7,0.4,9,1
8582,0.317112,0.044727,0.079221,0.438969,0.200195,0.718385,0.055661,0.203071,0.270703,0.039284,0.033816,2061600,456710.9334,2518300,70.6,2.5166,4,0,200,0.3,7,0.4,9,1
8583,0.267671,0.058153,0.075079,0.522685,0.170761,0.768525,0.058986,0.152184,0.194474,0.04018,0.021145,1777500,307740.3201,2085200,70.5,2.062768,5,0,200,0.3,7,0.4,9,1
8584,0.253037,0.048316,0.079221,0.46882,0.26838,0.816421,0.059333,0.120764,0.14976,0.029147,0.014498,1592900,245258.2539,1838200,86.8,1.888898,6,0,200,0.3,7,0.4,9,1
8585,0.229692,0.134203,0.083967,0.392422,0.185759,0.662148,0,0.166482,0.240815,0.045745,0.037166,1134200,364954.9582,1499200,33.4,1.56335,2,42,200,0.3,7,0.4,9,1
8586,0.262705,0.09955,0.101552,0.461515,0.145652,0.708719,0,0.162079,0.221383,0.050008,0.029652,1692100,327558.2258,2019700,54.9,2.138737,3,42,200,0.3,7,0.4,9,1
8587,0.322443,0.044727,0.101173,0.41621,0.182952,0.700335,0.063164,0.223674,0.286202,0.040091,0.031264,1823900,496565.3367,2320500,66.4,2.330309,4,42,200,0.3,7,0.4,9,1
8588,0.272203,0.058153,0.124679,0.470533,0.17031,0.765522,0.059825,0.157369,0.195294,0.042732,0.018962,1911800,308782.3344,2220600,73.9,2.364913,5,42,200,0.3,7,0.4,9,1
8589,0.230982,0.048316,0.126932,0.491066,0.226956,0.844954,0.060474,0.096848,0.116613,0.028345,0.009882,1440200,181168.6703,1621400,93.5,1.752817,6,42,200,0.3,7,0.4,9,1
8590,0.225788,0.134203,0.088338,0.397239,0.190837,0.676414,0,0.155825,0.22294,0.046831,0.033558,1145200,329471.8766,1474700,35.2,1.513343,2,72,200,0.3,7,0.4,9,1
8591,0.256267,0.09955,0.088346,0.450192,0.168529,0.707067,0,0.164437,0.222331,0.054089,0.028947,1679900,321945.4063,2001800,50.5,2.093788,3,72,200,0.3,7,0.4,9,1
8592,0.302158,0.044727,0.093058,0.412308,0.223689,0.729055,0.060556,0.197885,0.254549,0.043993,0.028332,1953800,421166.2417,2375000,66.6,2.304439,4,72,200,0.3,7,0.4,9,1
8593,0.281073,0.058153,0.093067,0.462492,0.196198,0.751757,0.048635,0.168952,0.211242,0.041613,0.021145,1765900,343183.308,2109100,71.5,2.10418,5,72,200,0.3,7,0.4,9,1
8594,0.265297,0.048316,0.093059,0.477478,0.232759,0.803296,0.068954,0.134291,0.162485,0.029548,0.014097,1548500,274668.7195,1823200,88.5,1.92874,6,72,200,0.3,7,0.4,9,1
8595,0.233185,0.134203,0.07787,0.398512,0.172387,0.648769,0,0.178691,0.255367,0.045753,0.038338,1119700,395861.1797,1515600,32.2,1.586737,2,0,250,0.3,7,0.4,9,1
8596,0.267158,0.09955,0.076933,0.454836,0.159504,0.691273,0,0.175622,0.242732,0.052333,0.033555,1678800,362506.028,2041300,50.3,2.085495,3,0,250,0.3,7,0.4,9,1
8597,0.317112,0.044727,0.079221,0.438969,0.200195,0.718385,0.055661,0.203071,0.270703,0.039284,0.033816,2061600,456710.9334,2518300,70.6,2.5166,4,0,250,0.3,7,0.4,9,1
8598,0.267671,0.058153,0.075079,0.522685,0.170761,0.768525,0.05883,0.152184,0.194474,0.04018,0.021145,1777500,307740.3201,2085200,70.5,2.062768,5,0,250,0.3,7,0.4,9,1
8599,0.253037,0.048316,0.079221,0.46882,0.26838,0.816421,0.059333,0.120764,0.14976,0.029147,0.014498,1592900,245258.2539,1838200,86.8,1.888898,6,0,250,0.3,7,0.4,9,1
8600,0.237568,0.134203,0.134371,0.368553,0.170936,0.67386,0,0.15958,0.224295,0.039406,0.032357,1118200,352538.9699,1470700,40.8,1.602991,2,42,250,0.3,7,0.4,9,1
8601,0.262021,0.09955,0.127706,0.437487,0.15037,0.715563,0,0.15606,0.213717,0.047883,0.028829,1752900,316653.3933,2069600,57.6,2.243645,3,42,250,0.3,7,0.4,9,1
8602,0.286667,0.044727,0.135935,0.413458,0.196377,0.74577,0,0.180671,0.238334,0.042843,0.028831,1826000,385192.1551,2211200,63.1,2.316965,4,42,250,0.3,7,0.4,9,1
8603,0.271404,0.058153,0.124679,0.470533,0.171288,0.7665,0.059981,0.156391,0.194316,0.042732,0.018962,1911800,306521.9845,2218300,73.9,2.36215,5,42,250,0.3,7,0.4,9,1
8604,0.230982,0.048316,0.126932,0.491066,0.226956,0.844954,0.06049,0.096848,0.116613,0.028345,0.009882,1440200,181168.6703,1621400,93.5,1.752817,6,42,250,0.3,7,0.4,9,1
8605,0.223779,0.134203,0.088338,0.397587,0.192948,0.678873,0,0.153713,0.220133,0.046483,0.03321,1127500,324592.8133,1452100,34.8,1.491633,2,72,250,0.3,7,0.4,9,1
8606,0.257477,0.09955,0.088346,0.450192,0.167119,0.705657,0,0.165187,0.2244,0.054089,0.029606,1689800,325203.5286,2015000,50.4,2.10992,3,72,250,0.3,7,0.4,9,1
8607,0.302295,0.044727,0.093058,0.411591,0.223689,0.728338,0.060385,0.198602,0.255266,0.04471,0.028332,1962900,421166.2417,2384100,66.3,2.316482,4,72,250,0.3,7,0.4,9,1
8608,0.281062,0.058153,0.093067,0.462492,0.196198,0.751757,0.048666,0.168952,0.211242,0.041613,0.021145,1765900,343183.308,2109100,71.5,2.10418,5,72,250,0.3,7,0.4,9,1
8609,0.265297,0.048316,0.093059,0.477478,0.232759,0.803296,0.069001,0.134291,0.162485,0.029548,0.014097,1548500,274668.7195,1823200,88.5,1.92874,6,72,250,0.3,7,0.4,9,1
8610,0.23363,0.134203,0.07787,0.398164,0.172387,0.648421,0,0.179038,0.255714,0.0461,0.038338,1127300,395861.1797,1523200,32.4,1.595078,2,0,300,0.3,7,0.4,9,1
8611,0.267991,0.09955,0.076933,0.454119,0.159504,0.690556,0,0.176338,0.243448,0.053049,0.033555,1702000,362506.028,2064500,50.5,2.106685,3,0,300,0.3,7,0.4,9,1
8612,0.317112,0.044727,0.079221,0.438969,0.200195,0.718385,0.055661,0.203071,0.270703,0.039284,0.033816,2061600,456710.9334,2518300,70.6,2.5166,4,0,300,0.3,7,0.4,9,1
8613,0.267683,0.058153,0.075079,0.522685,0.170761,0.768525,0.058737,0.152184,0.194474,0.04018,0.021145,1777500,307740.3201,2085200,70.5,2.062768,5,0,300,0.3,7,0.4,9,1
8614,0.253037,0.048316,0.079221,0.46882,0.26838,0.816421,0.059333,0.120764,0.14976,0.029147,0.014498,1592900,245258.2539,1838200,86.8,1.888898,6,0,300,0.3,7,0.4,9,1
8615,0.224589,0.134203,0.173354,0.35278,0.162491,0.688625,0.07575,0.14617,0.208175,0.040535,0.031003,1132000,315803.3516,1447800,38.9,1.669318,2,42,300,0.3,7,0.4,9,1
8616,0.244201,0.09955,0.271938,0.350659,0.129663,0.75226,0,0.129615,0.166766,0.043441,0.018575,1558600,242102.585,1800700,65.8,2.462644,3,42,300,0.3,7,0.4,9,1
8617,0.290765,0.044727,0.28893,0.338013,0.148784,0.775727,0.110485,0.151567,0.207526,0.03068,0.027979,2006900,344068.2646,2351000,81.5,3.010997,4,42,300,0.3,7,0.4,9,1
8618,0.288447,0.058153,0.235863,0.36926,0.165618,0.770741,0.081786,0.15215,0.190074,0.03282,0.018962,1976800,319627.17,2296400,90.6,2.901303,5,42,300,0.3,7,0.4,9,1
8619,0.22758,0.048316,0.196086,0.426528,0.227054,0.849668,0.071952,0.092134,0.111898,0.023729,0.009882,1312300,180941.296,1493200,94.5,1.787288,6,42,300,0.3,7,0.4,9,1
8620,0.227032,0.134203,0.088338,0.397239,0.189981,0.675558,0,0.155964,0.224512,0.046831,0.034274,1163400,331450.6569,1494900,35.3,1.528259,2,72,300,0.3,7,0.4,9,1
8621,0.257477,0.09955,0.088346,0.450192,0.167119,0.705657,0,0.165187,0.2244,0.054089,0.029606,1689800,325203.5286,2015000,50.4,2.10992,3,72,300,0.3,7,0.4,9,1
8622,0.302295,0.044727,0.093058,0.411591,0.223689,0.728338,0.060385,0.198602,0.255266,0.04471,0.028332,1962900,421166.2417,2384100,66.3,2.316482,4,72,300,0.3,7,0.4,9,1
8623,0.281005,0.058153,0.093067,0.463208,0.196198,0.752473,0.048915,0.168235,0.210525,0.040896,0.021145,1756000,343183.308,2099200,71.8,2.090624,5,72,300,0.3,7,0.4,9,1
8624,0.265297,0.048316,0.093059,0.477478,0.232759,0.803296,0.068954,0.134291,0.162485,0.029548,0.014097,1548500,274668.7195,1823200,88.5,1.92874,6,72,300,0.3,7,0.4,9,1
8625,0.214418,0.220688,0.029264,0.395149,0.183535,0.607948,0,0.140728,0.202001,0.043778,0.030637,1013300,294884.2847,1308200,33.9,1.400751,2,0,100,0.8,7,0.4,9,1
8626,0.268162,0.167458,0,0.471877,0.145606,0.617483,0.035527,0.181028,0.24909,0.051728,0.034031,1735600,377499.2476,2113100,48.7,2.075724,3,0,100,0.8,7,0.4,9,1
8627,0.303219,0.123344,0,0.469553,0.167496,0.637049,0,0.208286,0.270929,0.049652,0.031321,1974700,439034.8348,2413700,60.7,2.381103,4,0,100,0.8,7,0.4,9,1
8628,0.287032,0.111386,0,0.494187,0.197337,0.691524,0.038188,0.173105,0.221063,0.045197,0.023979,2012100,351048.5131,2363100,70.9,2.278781,5,0,100,0.8,7,0.4,9,1
8629,0.267454,0.092195,0.076934,0.453482,0.229684,0.7601,0,0.128592,0.166819,0.029147,0.019114,1798700,274017.7566,2072700,87,2.182454,6,0,100,0.8,7,0.4,9,1
8630,0.207797,0.220688,0.017183,0.389614,0.207802,0.614599,0,0.135793,0.193634,0.043348,0.02892,951868.9916,280506.5556,1232400,32.6,1.270574,2,42,100,0.8,7,0.4,9,1
8631,0.271929,0.167458,0,0.472586,0.144661,0.617247,0.035823,0.180917,0.249674,0.051019,0.034379,1636000,379683.8109,2015700,50.4,2.061749,3,42,100,0.8,7,0.4,9,1
8632,0.29968,0.123344,0,0.46917,0.17398,0.64315,0,0.203228,0.263785,0.050035,0.030279,1915900,424048.6194,2339900,61.1,2.250377,4,42,100,0.8,7,0.4,9,1
8633,0.290708,0.111386,0,0.493839,0.191213,0.685052,0.034795,0.179577,0.227535,0.045545,0.023979,2014800,365203.2296,2380000,70.3,2.259182,5,42,100,0.8,7,0.4,9,1
8634,0.267078,0.092195,0,0.525399,0.231527,0.756926,0,0.134349,0.167408,0.034163,0.01653,1758900,269758.666,2028700,86.2,1.976684,6,42,100,0.8,7,0.4,9,1
8635,0.213562,0.220688,0.015661,0.377063,0.211954,0.604678,0,0.143205,0.206064,0.04691,0.031429,1017400,295203.6394,1312600,32.5,1.350401,2,72,100,0.8,7,0.4,9,1
8636,0.258881,0.167458,0,0.470153,0.157778,0.627931,0.037773,0.172615,0.236607,0.053452,0.031996,1629100,349366.3463,1978500,47.1,2.036222,3,72,100,0.8,7,0.4,9,1
8637,0.302249,0.123344,0,0.468163,0.171521,0.639684,0,0.207085,0.266861,0.051042,0.029888,1980800,429732.2901,2410500,61.4,2.338744,4,72,100,0.8,7,0.4,9,1
8638,0.29411,0.111386,0.045994,0.435441,0.206377,0.687812,0.039546,0.175035,0.226557,0.039463,0.025761,1955900,372881.8936,2328800,73.2,2.339801,5,72,100,0.8,7,0.4,9,1
8639,0.281084,0.092195,0.091245,0.46234,0.19741,0.750995,0.066026,0.138098,0.175524,0.029548,0.018713,1849200,294136.2629,2143300,94.5,2.338216,6,72,100,0.8,7,0.4,9,1
8640,0.215822,0.220688,0.029264,0.395809,0.179778,0.604851,0,0.143109,0.205815,0.043119,0.031353,1008300,303567.3332,1311900,33.7,1.410265,2,0,150,0.8,7,0.4,9,1
8641,0.260502,0.167458,0.072776,0.435183,0.13167,0.639629,0.055955,0.162032,0.223796,0.04445,0.030882,1550800,343137.7513,1893900,52.5,2.057543,3,0,150,0.8,7,0.4,9,1
8642,0.316632,0.123344,0.07693,0.405374,0.163072,0.645376,0,0.19855,0.26401,0.036901,0.03273,2007300,449258.8018,2456600,71.7,2.658205,4,0,150,0.8,7,0.4,9,1
8643,0.260365,0.111386,0.072791,0.492876,0.163623,0.72929,0.055561,0.138172,0.180463,0.038201,0.021145,1776800,279930.7246,2056700,72,2.129762,5,0,150,0.8,7,0.4,9,1
8644,0.271564,0.092195,0.076934,0.453482,0.224758,0.755174,0,0.133518,0.171745,0.029147,0.019114,1798700,285403.0473,2084100,87,2.191452,6,0,150,0.8,7,0.4,9,1
8645,0.21532,0.220688,0.043355,0.381764,0.187683,0.612802,0,0.136711,0.196309,0.043072,0.029799,993088.577,285295.5822,1278400,35.6,1.375939,2,42,150,0.8,7,0.4,9,1
8646,0.264555,0.167458,0.075955,0.43019,0.135337,0.641482,0.04971,0.161017,0.221103,0.046263,0.030043,1617300,334661.778,1952000,56.1,2.176631,3,42,150,0.8,7,0.4,9,1
8647,0.304292,0.123344,0.095462,0.383999,0.166006,0.645467,0.057414,0.201684,0.260694,0.039743,0.029505,1739300,442478.7661,2181800,65.2,2.378364,4,42,150,0.8,7,0.4,9,1
8648,0.267877,0.111386,0.119667,0.444706,0.15917,0.723543,0.059582,0.146103,0.184028,0.039496,0.018962,1864300,290223.1127,2154500,76.2,2.427327,5,42,150,0.8,7,0.4,9,1
8649,0.256142,0.092195,0.121947,0.474121,0.182398,0.778466,0,0.114439,0.144237,0.028345,0.014899,1654700,233420.711,1888100,93.3,2.089948,6,42,150,0.8,7,0.4,9,1
8650,0.217523,0.220688,0.032258,0.377952,0.197914,0.608124,0,0.142233,0.200145,0.046021,0.028956,1043300,289293.8202,1332600,35.7,1.379743,2,72,150,0.8,7,0.4,9,1
8651,0.251142,0.167458,0.055418,0.45423,0.14644,0.656088,0.05068,0.149818,0.203088,0.048775,0.026635,1582200,295096.9418,1877300,54,2.085906,3,72,150,0.8,7,0.4,9,1
8652,0.303311,0.123344,0.082933,0.380409,0.189796,0.653138,0,0.196251,0.250787,0.043334,0.027268,1934200,416452.1214,2350700,68.1,2.459637,4,72,150,0.8,7,0.4,9,1
8653,0.276016,0.111386,0.088649,0.435441,0.193127,0.717217,0.050774,0.150245,0.192536,0.039463,0.021145,1842900,304917.708,2147800,77.8,2.260279,5,72,150,0.8,7,0.4,9,1
8654,0.281084,0.092195,0.091245,0.46234,0.19741,0.750995,0.066026,0.138098,0.175524,0.029548,0.018713,1849200,294136.2629,2143300,94.5,2.338216,6,72,150,0.8,7,0.4,9,1
8655,0.210479,0.220688,0.046107,0.380772,0.182966,0.609845,0,0.137634,0.201302,0.041313,0.031834,985065.4648,296198.9838,1281300,32.2,1.408248,2,0,200,0.8,7,0.4,9,1
8656,0.259909,0.167458,0.072776,0.435183,0.132697,0.640656,0.055394,0.161005,0.222769,0.04445,0.030882,1550800,340763.6194,1891600,52.5,2.055311,3,0,200,0.8,7,0.4,9,1
8657,0.315947,0.123344,0.07693,0.405374,0.164047,0.646351,0,0.197575,0.263035,0.036901,0.03273,2007300,447005.698,2454300,71.7,2.656458,4,0,200,0.8,7,0.4,9,1
